I,Q,U,V,P,ch5,pk1,pk2,pk3,pk4,fwhm1,fwhm2,fwhm3,fwhm4,proms1,proms2,proms3,proms4,d1,d2,d3,d4,st1,st2,st3,st4,rm1,rm2,rm3,rm4,ku1,ku2,ku3,ku4,sk1,sk2,sk3,sk4,s1,s2,s3,s4,ma1,ma2,ma3,ma4
125.4957,0.1693,-0.2600,-0.1494,0.3444,163.3684,115.0000,119.0000,101.0000,100.0000,10.5000,9.0000,9.0000,4.0000,10.0000,9.0000,10.0000,2.0000,13.8687,0.0505,0.0625,0.1361,4.4889,0.0160,0.0175,0.0397,125.5717,0.1700,0.2607,0.1550,1.7790,1.7629,2.9940,3.6159,-0.1952,0.1622,-0.7197,-1.2483,1.0006,1.0042,1.0021,1.0325,0.1105,0.2987,0.2405,0.9204
125.4214,0.1466,-0.2819,-0.3502,0.4729,222.1200,125.0000,123.0000,95.0000,120.0000,1.5000,11.0000,5.0000,6.0000,2.0000,20.0000,3.0000,6.0000,14.8453,0.1187,0.1489,0.4152,4.7244,0.0385,0.0533,0.1545,125.5068,0.1501,0.2868,0.3831,1.7571,1.7487,1.4090,1.4343,-0.2008,0.3610,-0.0661,-0.2183,1.0007,1.0331,1.0170,1.0885,0.1184,0.8305,0.5325,1.2383
145.6940,0.0444,-0.3934,-0.4330,0.5867,193.5102,149.0000,128.0000,151.0000,152.0000,24.6250,21.5000,27.5000,32.7500,37.0000,18.0000,64.0000,34.0000,48.4367,0.2028,0.1351,0.3364,15.9868,0.0616,0.0351,0.1049,146.5507,0.0792,0.3940,0.4538,1.7604,2.9683,2.8282,2.3469,-0.3717,1.1200,-0.7634,0.8213,1.0059,1.5441,1.0039,1.0272,0.3335,6.0049,0.3449,0.7738
163.7344,0.1875,-0.2525,-0.1822,0.3635,178.9677,219.0000,223.0000,157.0000,201.0000,21.3333,18.9273,21.6667,18.6667,106.0000,107.0000,56.0000,74.0000,110.1410,0.3239,0.4212,1.0743,37.9991,0.0829,0.1426,0.3908,168.0167,0.2014,0.2833,0.4139,1.7480,3.1275,1.6695,1.5323,0.4818,-0.8488,-0.1396,0.3237,1.0262,1.0816,1.1541,1.0825,0.6814,1.8556,1.9024,2.9951
128.1825,0.3288,-0.2309,0.1733,0.4376,163.5333,99.0000,144.0000,99.0000,82.0000,13.3333,15.5000,8.2500,5.0000,10.0000,26.0000,5.0000,2.0000,15.5509,0.1692,0.1474,0.2277,5.1853,0.0555,0.0363,0.0674,128.2838,0.3319,0.2347,0.1832,1.9760,1.7729,3.1185,2.2983,-0.6685,0.1336,-0.6088,-0.6848,1.0008,1.0138,1.0118,1.0726,0.1214,0.5203,0.6391,1.4042
125.5576,0.2025,-0.5101,-0.2915,0.6214,197.5385,97.0000,122.0000,109.0000,128.0000,4.5000,10.0000,13.8750,4.0000,4.0000,6.0000,15.0000,1.0000,12.0653,0.1174,0.0809,0.4945,3.9933,0.0308,0.0226,0.1863,125.6186,0.2045,0.5108,0.3465,1.6811,2.4267,1.9685,1.4794,-0.2474,-0.0271,-0.1470,-0.3529,1.0005,1.0111,1.0009,1.1769,0.0961,0.5838,0.1586,1.8662
125.8684,0.0824,-0.4519,-0.3002,0.5488,193.9200,106.0000,111.0000,119.0000,125.0000,2.0000,4.7500,13.7000,7.5000,2.0000,3.0000,18.0000,5.0000,15.3370,0.1624,0.2497,0.1901,4.5430,0.0540,0.0846,0.0666,125.9471,0.0991,0.4595,0.3086,2.0930,2.2405,1.6278,1.7334,-0.4039,0.7631,0.1367,-0.4015,1.0006,1.1824,1.0167,1.0231,0.1219,2.1370,0.5571,0.6374
126.1640,0.2364,-0.2860,-0.1886,0.4162,172.3333,118.0000,124.0000,102.0000,103.0000,9.5000,6.0000,12.6667,2.0000,5.0000,4.0000,20.0000,1.0000,14.3057,0.1151,0.1546,0.2834,4.6522,0.0309,0.0527,0.0980,126.2466,0.2392,0.2910,0.2145,1.6639,2.6566,1.8284,1.6505,-0.1223,0.7566,-0.6119,-0.1373,1.0007,1.0081,1.0162,1.1188,0.1134,0.4869,0.5443,1.5885
125.4449,0.1196,-0.3232,-0.2098,0.4035,160.1081,103.0000,116.0000,107.0000,107.0000,2.0000,11.0000,18.5000,15.0000,1.0000,10.0000,14.0000,5.0000,13.0568,0.1013,0.1207,0.2403,3.8122,0.0236,0.0431,0.0622,125.5012,0.1217,0.3264,0.2203,1.7842,3.8019,1.3901,2.2060,-0.0144,-0.9197,0.2783,-0.0374,1.0004,1.0188,1.0086,1.0412,0.1041,0.8574,0.3745,1.1614
125.8028,-0.1103,-0.6277,-0.6504,0.9106,196.4286,105.0000,91.0000,129.0000,160.0000,4.3333,8.0000,17.0000,17.7500,4.0000,5.0000,15.0000,37.0000,14.0241,0.1061,0.2065,0.4027,4.1819,0.0315,0.0594,0.1182,125.8698,0.1138,0.6291,0.6581,2.4601,1.9657,1.8771,2.0793,-0.8120,0.0226,0.0446,0.3653,1.0005,1.0391,1.0043,1.0159,0.1115,0.9897,0.3304,0.6270
130.0502,0.0379,-0.2457,-0.1885,0.3120,171.3500,136.0000,115.0000,119.0000,108.0000,4.0000,16.0000,21.2500,14.0000,6.0000,18.0000,23.0000,10.0000,18.4221,0.1914,0.1715,0.2573,5.7144,0.0567,0.0468,0.0595,130.1725,0.0680,0.2506,0.1985,2.2545,1.7675,2.4594,5.0988,-0.7192,0.0765,-0.1611,-1.5182,1.0009,1.2179,1.0175,1.0469,0.1417,3.9539,0.7024,1.3861
124.4240,0.0799,-0.4446,-0.0559,0.4551,166.3810,90.0000,104.0000,126.0000,110.0000,4.0000,3.0000,9.7500,4.0000,2.0000,1.0000,19.0000,4.0000,11.2152,0.1229,0.1849,0.1304,3.6507,0.0396,0.0666,0.0387,124.4750,0.0897,0.4491,0.0678,1.7102,1.7976,1.4855,2.0134,-0.0776,0.1949,0.1626,-0.5712,1.0004,1.1081,1.0106,1.2035,0.0902,1.6169,0.4183,2.6142
146.2646,-0.0482,-0.5077,-0.3893,0.6416,166.5490,128.0000,128.0000,172.0000,194.0000,5.9167,20.0000,21.3333,21.1250,13.0000,30.0000,48.0000,82.0000,57.0867,0.2385,0.3785,0.6174,19.1322,0.0563,0.1248,0.1509,147.4863,0.0727,0.5084,0.4076,1.6071,3.1763,1.6469,3.7198,0.0832,0.5672,-0.2388,1.0387,1.0084,1.1756,1.0309,1.0710,0.3919,4.3686,0.7798,1.7285
124.3954,0.2736,-0.2507,-0.0282,0.3722,199.7692,106.0000,135.0000,92.0000,93.0000,4.0000,10.0000,9.0000,3.0000,4.0000,22.0000,6.0000,1.0000,12.3255,0.1413,0.1253,0.3065,3.6252,0.0481,0.0387,0.0908,124.4462,0.2764,0.2533,0.0940,2.1270,1.6991,2.0094,2.1328,0.0185,0.2608,0.5510,-0.4500,1.0004,1.0149,1.0114,1.2235,0.0991,0.5225,0.5032,4.5668
134.6406,-0.0684,-0.6029,-0.6345,0.8779,152.2000,116.0000,110.0000,151.0000,183.0000,20.5000,28.2500,18.4167,27.2500,12.0000,23.0000,38.0000,31.0000,30.5547,0.2854,0.4261,0.9054,8.6327,0.1000,0.1409,0.2940,134.9121,0.1190,0.6138,0.6911,2.0399,1.5460,2.2370,2.2729,0.0077,0.0157,0.8629,0.8326,1.0020,1.1962,1.0269,1.1027,0.2272,3.2791,0.7243,1.5775
124.8704,0.2201,-0.3746,-0.4000,0.5906,177.2000,122.0000,123.0000,92.0000,118.0000,7.7917,8.2500,5.7500,12.7500,17.0000,5.0000,3.0000,7.0000,12.5496,0.1367,0.1320,0.0823,3.9808,0.0485,0.0488,0.0251,124.9306,0.2255,0.3786,0.4002,1.8172,1.6160,1.4843,2.1940,-0.1804,-0.1564,-0.3202,0.6913,1.0005,1.0227,1.0080,1.0019,0.1005,0.6274,0.3529,0.2063
136.6791,0.2372,-0.2723,0.1104,0.3776,184.3256,108.0000,145.0000,131.0000,110.0000,8.0000,24.0000,19.3333,13.6667,7.0000,35.0000,42.0000,28.0000,33.9036,0.1537,0.1689,0.2520,11.5680,0.0533,0.0577,0.0684,137.1564,0.2434,0.2746,0.1261,1.5818,1.6376,2.0291,2.1760,-0.2378,0.4474,-0.7205,0.1918,1.0035,1.0242,1.0223,1.1681,0.2485,0.6547,0.6356,2.6185
134.4813,-0.2836,-0.3881,-0.6715,0.8258,163.2857,162.0000,83.0000,154.0000,158.0000,12.0000,5.0000,12.0000,12.0000,26.0000,3.0000,38.0000,10.0000,32.6942,0.2238,0.3711,0.5999,10.7934,0.0787,0.1233,0.2073,134.8983,0.2902,0.4081,0.7058,1.6977,1.6009,1.7043,1.6120,0.0077,0.4639,0.2547,0.0185,1.0031,1.0374,1.0472,1.0444,0.2435,0.8171,0.9782,0.9093
124.0068,0.2383,-0.1082,0.0230,0.2628,177.0500,125.0000,124.0000,92.0000,84.0000,9.3333,5.0000,7.5000,8.0000,13.0000,6.0000,4.0000,8.0000,11.3647,0.0939,0.0984,0.0823,3.7817,0.0306,0.0333,0.0300,124.0616,0.2405,0.1130,0.0377,1.6742,1.9676,1.5894,1.4473,-0.0267,0.5853,0.0835,-0.2868,1.0004,1.0078,1.0441,1.1634,0.0917,0.3951,0.9322,2.8744
138.4750,-0.0140,-0.3804,-0.5516,0.6702,170.6286,155.0000,116.0000,127.0000,152.0000,20.3333,15.6667,18.2500,19.5417,42.0000,7.0000,21.0000,17.0000,36.5019,0.2820,0.2867,0.4930,11.9021,0.0818,0.0923,0.1468,138.9710,0.0816,0.3922,0.5684,1.7517,2.9627,2.1808,2.3168,-0.3023,1.0064,-0.6117,0.3550,1.0036,1.1906,1.0281,1.0341,0.2641,4.6636,0.7618,0.9146
126.3903,0.1578,-0.1591,0.0890,0.2411,190.9565,119.0000,117.0000,105.0000,84.0000,3.0000,12.0000,15.0000,4.0000,1.0000,8.0000,11.0000,4.0000,13.5437,0.0723,0.2161,0.1130,4.2333,0.0192,0.0587,0.0329,126.4581,0.1593,0.1693,0.0938,2.0773,2.6392,2.5417,2.0018,-0.5556,0.4003,-0.2296,-0.3182,1.0005,1.0070,1.0630,1.0647,0.1072,0.4585,1.4050,1.3349
165.1356,-0.0816,-0.3719,-0.4560,0.5940,184.4648,253.0000,144.0000,243.0000,229.0000,21.3889,19.3750,23.9875,28.0000,130.0000,43.0000,145.0000,117.0000,128.5725,0.5150,0.2791,0.5395,43.0989,0.1799,0.0750,0.1739,170.5905,0.1836,0.3868,0.4856,1.8728,1.5409,2.0399,2.2423,0.6546,0.3230,0.0566,-0.8422,1.0330,1.0770,1.0190,1.0699,0.7911,3.1882,0.7428,1.2291
128.4932,0.2588,-0.4164,-0.2316,0.5422,161.7273,103.0000,136.0000,110.0000,118.0000,4.7500,10.5000,14.2500,14.0000,7.0000,13.0000,23.0000,9.0000,17.5930,0.1828,0.1280,0.1916,5.1538,0.0682,0.0365,0.0475,128.5934,0.2680,0.4174,0.2377,2.3507,1.4662,2.1825,5.7068,-0.6261,0.3315,0.4793,-1.8868,1.0008,1.0329,1.0037,1.0199,0.1370,0.7165,0.3083,0.8291
173.0046,-0.0774,-0.1476,-0.3924,0.4264,206.5571,297.0000,160.0000,192.0000,200.0000,29.4848,22.5000,30.2500,29.3333,171.0000,48.0000,91.0000,97.0000,116.3570,0.4005,0.2411,0.5280,39.1578,0.1112,0.0819,0.1582,177.3190,0.1258,0.1791,0.4051,1.5503,3.4919,2.1404,1.8280,0.1616,1.2652,-0.7660,-0.0674,1.0249,1.0810,1.1222,1.0848,0.6812,3.6190,1.6068,1.4860
162.5728,0.3484,-0.3198,-0.4602,0.6598,219.3469,218.0000,231.0000,115.0000,179.0000,19.1250,22.1429,13.0000,24.6667,112.0000,111.0000,28.0000,56.0000,87.1167,0.3358,0.2684,0.4428,29.2744,0.0873,0.0868,0.0956,165.1346,0.3462,0.3410,0.4621,1.5910,2.8563,1.8845,3.3282,-0.0432,-0.6197,-0.2680,0.6591,1.0158,1.0327,1.0333,1.0216,0.5402,1.0213,0.8274,0.9913
137.3323,0.0609,-0.1723,-0.0501,0.1895,178.9167,177.0000,126.0000,127.0000,137.0000,19.4667,10.0000,24.0000,12.8750,60.0000,12.0000,26.0000,23.0000,39.4941,0.3756,0.2770,0.9085,11.8324,0.1196,0.0620,0.3620,137.8327,0.1358,0.1826,0.3608,1.9091,1.6262,3.6306,1.3415,0.2945,-0.0718,-0.6729,-0.2708,1.0036,1.1304,1.0620,1.0964,0.2881,3.3951,1.6638,2.9837
125.5337,0.1376,-0.3587,-0.2076,0.4367,165.7742,110.0000,119.0000,113.0000,109.0000,4.9167,10.0000,9.5000,10.0000,7.0000,5.0000,13.0000,1.0000,12.1540,0.2070,0.0848,0.1896,3.6255,0.0795,0.0234,0.0513,125.5843,0.1586,0.3596,0.2146,2.0792,1.2672,2.5383,4.5662,-0.4942,0.0512,0.8235,-1.6334,1.0004,1.1494,1.0021,1.0289,0.0968,1.6482,0.2365,0.9208
125.2455,0.2036,-0.5152,-0.2254,0.5980,186.0952,95.0000,119.0000,113.0000,124.0000,3.0000,6.7500,12.1667,2.0000,2.0000,5.0000,20.0000,2.0000,13.7059,0.1033,0.0426,0.4297,3.9869,0.0285,0.0128,0.1414,125.3060,0.2062,0.5154,0.2648,2.3752,3.2691,2.1353,2.2067,-0.6831,0.9928,0.2746,-0.7594,1.0005,1.0092,1.0003,1.1717,0.1095,0.5078,0.0828,2.0831
133.0208,-0.0222,-0.3772,-0.4455,0.5842,165.9459,141.0000,95.0000,133.0000,135.0000,21.0833,6.0000,19.6667,20.7500,37.0000,2.0000,29.0000,15.0000,24.5947,0.4876,0.1118,0.2790,7.4345,0.1468,0.0364,0.0804,133.2228,0.1457,0.3806,0.4539,2.1681,3.0612,1.6009,2.0707,-0.5544,1.1379,-0.2854,-0.1630,1.0015,1.1989,1.0045,1.0156,0.1850,4.5524,0.2957,0.6292
173.5101,-0.0589,-0.0557,-0.0213,0.0838,167.5490,262.0000,158.0000,195.0000,135.0000,23.8542,24.1000,26.1667,16.1667,145.0000,60.0000,94.0000,34.0000,108.8747,0.1941,0.3511,0.4165,37.0130,0.0485,0.1172,0.1264,177.3383,0.0696,0.1406,0.1313,1.5865,3.3565,1.5878,2.1720,0.0467,0.9023,-0.1596,-0.5610,1.0221,1.1127,1.2498,1.2334,0.6347,3.3373,3.7302,4.5177
123.6037,0.1942,-0.2982,-0.0594,0.3608,170.3953,105.0000,122.0000,109.0000,99.0000,10.2500,6.0000,20.0000,8.0000,9.0000,6.0000,19.0000,3.0000,12.1110,0.1964,0.2028,0.5280,3.6347,0.0643,0.0558,0.1134,123.6559,0.2054,0.3026,0.1267,2.1346,2.0693,2.1227,3.6271,0.4984,0.7481,-0.0076,0.0055,1.0004,1.0517,1.0170,1.2562,0.0980,1.0312,0.6876,6.1183
126.1184,0.1241,-0.2953,-0.3886,0.5035,186.9167,129.0000,114.0000,100.0000,122.0000,6.0000,12.7500,12.4167,3.0000,8.0000,7.0000,11.0000,2.0000,11.2967,0.0711,0.2241,0.3350,3.8215,0.0237,0.0826,0.0980,126.1739,0.1263,0.3055,0.4000,2.1660,1.5678,1.4340,2.0946,-0.7839,-0.2525,0.2259,-0.2194,1.0004,1.0173,1.0369,1.0301,0.0896,0.5782,0.7763,0.8762
129.5432,-0.0079,-0.3832,-0.0597,0.3879,193.7679,121.0000,112.0000,135.0000,119.0000,12.3333,23.5000,35.0000,25.3750,21.0000,21.0000,23.0000,27.0000,19.6951,0.1868,0.2465,0.3137,6.0447,0.0678,0.0848,0.0916,129.6816,0.0677,0.3903,0.1081,1.6835,1.5175,1.6465,1.8700,-0.3556,-0.3101,-0.1734,0.0946,1.0011,1.1522,1.0240,1.1868,0.1521,3.6217,0.6547,3.9001
127.3180,0.2022,-0.3510,-0.2483,0.4751,180.3846,119.0000,123.0000,101.0000,110.0000,13.3500,13.0000,11.5000,7.0000,27.0000,8.0000,8.0000,2.0000,16.2724,0.0794,0.1618,0.1357,5.5914,0.0277,0.0531,0.0343,127.4360,0.2048,0.3569,0.2516,1.5493,1.7178,1.7595,4.4954,-0.1360,0.5955,-0.3326,-1.3731,1.0009,1.0089,1.0108,1.0090,0.1279,0.3928,0.4607,0.5466
146.7143,0.1531,-0.2955,-0.1128,0.3514,191.0889,142.0000,157.0000,137.0000,141.0000,16.6250,16.0000,26.6000,19.7500,29.0000,38.0000,41.0000,47.0000,51.6401,0.2752,0.1390,0.2719,18.1487,0.0916,0.0474,0.0903,147.8078,0.1796,0.2939,0.1429,1.5426,1.6304,1.5581,1.5752,-0.2513,-0.0479,-0.0023,0.2079,1.0075,1.1582,1.0130,1.2008,0.3533,1.9845,0.4821,2.6817
126.0021,0.1827,-0.2602,-0.2801,0.4237,137.9000,125.0000,119.0000,96.0000,113.0000,8.5000,9.0000,12.3333,7.2500,9.0000,7.0000,14.0000,15.0000,14.2330,0.0662,0.0815,0.0975,4.6063,0.0217,0.0306,0.0271,126.0820,0.1846,0.2617,0.2812,1.8949,1.8476,1.4241,2.5235,-0.3860,0.3357,0.2932,-0.6133,1.0006,1.0066,1.0066,1.0045,0.1130,0.3622,0.3145,0.3489
136.8806,0.0639,-0.2193,-0.3228,0.3954,168.7229,212.0000,135.0000,140.0000,131.0000,19.6667,21.6667,26.6667,51.3333,47.0000,32.0000,51.0000,37.0000,40.5527,0.3216,0.5389,0.6765,10.3277,0.0699,0.2065,0.2417,137.2650,0.0947,0.3048,0.3966,2.5620,4.4105,1.3717,1.4775,0.4024,1.0941,0.1282,0.3468,1.0028,1.3406,1.2550,1.2176,0.2967,5.6686,2.7969,2.5999
125.4477,0.2004,-0.2974,-0.2869,0.4593,161.6923,123.0000,124.0000,104.0000,109.0000,10.2500,8.0000,13.6667,5.0000,7.0000,6.0000,22.0000,3.0000,15.0525,0.1546,0.2163,0.2472,4.3030,0.0397,0.0558,0.0734,125.5196,0.2044,0.3020,0.2981,2.0798,2.4410,2.8248,2.1177,0.3828,0.5428,-0.7141,0.6890,1.0006,1.0189,1.0171,1.0309,0.1200,0.7780,0.7343,0.8704
125.2622,0.0820,-0.3696,-0.1773,0.4181,190.6571,99.0000,108.0000,115.0000,113.0000,3.0000,5.0000,25.0000,15.0000,1.0000,3.0000,18.0000,12.0000,11.7286,0.1875,0.2101,0.1689,3.2869,0.0438,0.0590,0.0453,125.3041,0.0931,0.3732,0.1830,2.6898,4.7103,2.5340,1.7903,-0.8254,1.3153,0.6338,0.0173,1.0003,1.1284,1.0124,1.0311,0.0936,2.4186,0.5736,0.9674
126.7446,0.2215,-0.4425,-0.2978,0.5775,215.0000,100.0000,125.0000,106.0000,119.0000,9.0000,15.3333,15.6667,4.0000,5.0000,10.0000,19.0000,1.0000,15.4033,0.0935,0.0971,0.3088,5.6123,0.0275,0.0319,0.1008,126.8645,0.2236,0.4442,0.3176,1.4868,2.0118,1.6282,1.7067,-0.0976,0.3138,0.1768,-0.3943,1.0009,1.0074,1.0025,1.0525,0.1216,0.4229,0.2193,1.0510
133.5799,0.0026,-0.4552,-0.6672,0.8076,187.9697,143.0000,115.0000,118.0000,158.0000,18.0000,12.0000,13.0000,19.2500,34.0000,15.0000,14.0000,32.0000,25.9666,0.1574,0.0573,0.2456,8.8409,0.0513,0.0154,0.0703,133.8633,0.0506,0.4555,0.6670,1.6414,1.4827,2.2115,2.5164,-0.3493,0.0082,-0.3711,0.8233,1.0021,1.0786,1.0006,1.0054,0.1946,3.5442,0.1260,0.3712
144.1428,0.0349,-0.4416,-0.5212,0.6840,196.6301,192.0000,141.0000,167.0000,215.0000,21.0000,21.6667,19.8000,24.6429,75.0000,37.0000,66.0000,94.0000,74.2261,0.3444,0.2888,1.0709,24.9876,0.1145,0.0875,0.3287,146.2634,0.1236,0.4442,0.5875,2.0179,1.4588,3.8887,2.5775,0.7487,-0.1061,1.5087,1.0006,1.0147,1.1078,1.0197,1.1072,0.5186,3.3071,0.6710,2.2101
144.1998,-0.2546,-0.4719,-0.3412,0.6355,219.9833,144.0000,97.0000,205.0000,200.0000,15.3333,14.3333,23.8929,21.6250,30.0000,18.0000,87.0000,86.0000,58.2694,0.2929,0.3511,0.7570,19.0477,0.0747,0.1245,0.2627,145.4316,0.2579,0.4761,0.4184,1.7250,2.2969,1.4781,1.7379,0.2558,-0.1265,-0.1048,-0.4595,1.0085,1.0440,1.0354,1.2779,0.4058,1.2141,0.7779,2.8328
125.3278,0.1412,-0.1626,0.0323,0.2177,224.6786,127.0000,113.0000,103.0000,85.0000,11.4167,9.0000,13.0000,3.0000,13.0000,5.0000,5.0000,2.0000,10.8886,0.0751,0.2052,0.1430,3.4110,0.0265,0.0702,0.0490,125.3725,0.1438,0.1774,0.0578,2.2328,2.0738,1.8366,1.6417,-0.6161,0.8546,-0.5966,-0.4562,1.0004,1.0167,1.0853,1.1307,0.0869,0.5352,1.3108,3.0990
126.9078,0.2183,-0.3416,-0.4377,0.5966,228.0000,124.0000,132.0000,98.0000,119.0000,17.1667,2.0000,8.0000,5.0000,16.0000,2.0000,6.0000,3.0000,14.2100,0.3156,0.1236,0.1823,4.8073,0.1048,0.0336,0.0574,126.9955,0.2426,0.3442,0.4432,1.7717,1.8212,3.4958,1.7624,-0.3875,0.5934,-1.2018,-0.1153,1.0007,1.1044,1.0046,1.0082,0.1120,1.5158,0.3617,0.4165
128.8898,-0.1157,-0.3630,-0.3924,0.5469,229.0455,128.0000,96.0000,128.0000,135.0000,11.0000,6.0000,13.0500,4.5000,9.0000,10.0000,18.0000,2.0000,20.2469,0.0907,0.2223,0.6879,6.7368,0.0255,0.0783,0.2099,129.0577,0.1179,0.3713,0.4446,1.7384,2.8746,1.6452,2.0966,-0.3730,0.9068,-0.1415,-0.4629,1.0013,1.0230,1.0219,1.1270,0.1572,0.7979,0.6187,1.8749
146.2485,-0.0153,-0.2452,-0.2313,0.3374,204.4000,171.0000,122.0000,147.0000,126.0000,16.3036,16.0000,21.0000,18.0000,51.0000,17.0000,54.0000,14.0000,50.4833,0.2216,0.2739,0.2880,16.9307,0.0591,0.0796,0.0967,147.1975,0.0590,0.2648,0.2593,1.6161,3.0152,2.2040,1.8680,-0.2160,0.8694,-0.4825,-0.5835,1.0065,1.2078,1.0470,1.0754,0.3463,5.2612,1.1089,1.2406
131.3483,0.1913,-0.4762,-0.3715,0.6335,209.0541,105.0000,125.0000,119.0000,131.0000,6.0000,23.5000,17.3333,17.5000,4.0000,10.0000,32.0000,16.0000,23.3945,0.1328,0.1038,0.1769,7.4209,0.0358,0.0297,0.0631,131.5521,0.1962,0.4770,0.3797,1.7615,2.0265,2.1632,1.6067,-0.2134,-0.1808,-0.0071,0.4519,1.0016,1.0166,1.0019,1.0137,0.1782,0.6939,0.2183,0.4757
125.2644,0.0229,-0.4930,-0.3643,0.6134,208.2857,109.0000,102.0000,119.0000,125.0000,8.2500,12.0000,16.0000,5.7500,11.0000,3.0000,13.0000,3.0000,11.4594,0.1060,0.1130,0.3107,4.0210,0.0306,0.0378,0.0769,125.3266,0.0380,0.4952,0.3724,1.6640,2.0396,1.6207,4.0164,-0.3720,0.4718,0.3395,-1.1723,1.0005,1.3592,1.0028,1.0212,0.0915,4.8329,0.2291,0.8605
127.1425,0.1419,-0.1941,0.2545,0.3501,215.8000,107.0000,115.0000,117.0000,79.0000,15.2500,4.5000,15.2500,6.5000,19.0000,4.0000,13.0000,4.0000,15.2651,0.1424,0.1362,0.1440,4.5841,0.0371,0.0352,0.0375,127.2223,0.1474,0.1977,0.2577,2.2158,3.0994,4.3958,2.2996,-0.6324,0.9580,-1.4882,-0.1832,1.0006,1.0320,1.0157,1.0104,0.1201,1.0122,0.7045,0.5676
124.4327,0.2173,-0.5085,-0.4020,0.6836,236.6250,94.0000,126.0000,100.0000,126.0000,4.0000,11.5000,14.0000,9.0000,1.0000,17.0000,10.0000,4.0000,11.8463,0.0966,0.1207,0.1720,3.9722,0.0313,0.0283,0.0474,124.4935,0.2186,0.5087,0.4058,1.5880,1.7122,5.8182,2.4587,-0.0183,-0.0019,1.7174,-0.4712,1.0005,1.0100,1.0015,1.0066,0.0952,0.4486,0.2379,0.4281
125.7361,0.1706,-0.3944,-0.2876,0.5171,207.3333,111.0000,121.0000,103.0000,115.0000,7.2500,5.0000,8.0000,6.7500,14.0000,5.0000,7.0000,3.0000,13.6662,0.1533,0.0924,0.1968,4.7279,0.0532,0.0329,0.0690,125.8200,0.1783,0.3968,0.2968,1.5739,1.7500,1.5825,1.6075,-0.1532,0.4431,0.1315,-0.2801,1.0007,1.0450,1.0033,1.0265,0.1087,0.9192,0.2341,0.6897
154.2981,0.0374,-0.4406,-0.2237,0.4955,218.9074,154.0000,131.0000,189.0000,184.0000,20.4583,34.7500,26.0000,21.3333,53.0000,15.0000,92.0000,80.0000,73.1576,0.4221,0.1572,0.2502,25.5480,0.1460,0.0490,0.0731,156.3602,0.1561,0.4418,0.2284,1.4778,1.7926,1.7201,2.4074,0.0067,0.4804,0.1796,-0.8330,1.0134,1.2569,1.0061,1.0543,0.4774,3.9941,0.3590,1.1855
125.1519,0.1756,-0.4417,-0.4593,0.6610,219.4211,110.0000,120.0000,102.0000,130.0000,5.0000,5.0000,8.3333,3.0000,2.0000,4.0000,14.0000,2.0000,13.8157,0.1514,0.0700,0.3775,4.7329,0.0483,0.0230,0.1268,125.2367,0.1819,0.4428,0.4781,1.5962,1.8306,1.7892,1.8685,-0.0765,0.4141,-0.4529,-0.5688,1.0007,1.0351,1.0013,1.0351,0.1104,0.8769,0.1585,0.8314
147.7421,0.1694,-0.4576,-0.2082,0.5305,246.3810,115.0000,172.0000,153.0000,140.0000,13.0000,17.1667,19.4167,8.7500,12.0000,69.0000,55.0000,3.0000,60.7028,0.2030,0.3198,0.7432,20.8536,0.0661,0.0912,0.2226,149.1719,0.1752,0.4695,0.3223,1.5820,1.6134,2.3896,2.2184,0.1548,0.0653,-0.6808,-0.3676,1.0097,1.0776,1.0189,1.2700,0.4129,1.3050,0.7003,3.5985
143.8676,-0.1739,-0.5193,-0.4462,0.7065,171.6765,126.0000,100.0000,177.0000,167.0000,19.0000,6.0000,19.6429,17.6250,15.0000,6.0000,66.0000,39.0000,43.0959,0.2964,0.1642,0.3565,14.9961,0.0841,0.0404,0.0950,144.6241,0.1868,0.5178,0.4636,1.7081,2.9846,4.0291,2.8451,-0.4151,1.0244,1.0509,-0.6897,1.0053,1.0939,1.0030,1.0210,0.3004,1.8865,0.3186,0.7932
124.7154,0.0954,-0.5293,-0.4998,0.7343,201.4194,111.0000,115.0000,112.0000,143.0000,3.0000,10.5000,7.0000,6.0833,2.0000,10.0000,8.0000,9.0000,12.2819,0.1550,0.2744,0.3462,3.8345,0.0496,0.0974,0.1195,124.7724,0.1063,0.5392,0.5165,1.6077,2.2748,1.3917,1.7034,0.0672,-0.7452,-0.0594,-0.2376,1.0005,1.1165,1.0162,1.0269,0.0985,1.8159,0.5213,0.6978
125.7474,0.0665,-0.3340,-0.2186,0.4047,232.6667,105.0000,107.0000,119.0000,110.0000,4.0000,10.0000,14.3333,8.5000,1.0000,4.0000,24.0000,6.0000,12.9310,0.0975,0.1298,0.3721,3.9256,0.0258,0.0440,0.0991,125.8067,0.0717,0.3359,0.2413,1.8971,2.0983,1.6597,3.6539,-0.2212,-0.0509,-0.2517,-1.1667,1.0005,1.0690,1.0084,1.0931,0.1029,1.5137,0.3912,1.7615
127.0156,0.0097,-0.3070,-0.0281,0.3084,204.8621,114.0000,102.0000,126.0000,92.0000,14.0000,7.0000,18.1250,4.0000,20.0000,5.0000,21.0000,2.0000,15.8082,0.1858,0.1923,0.3330,5.2696,0.0423,0.0625,0.0938,127.1211,0.0430,0.3151,0.0973,1.7555,5.6824,1.7993,2.4488,-0.2693,1.6201,-0.1756,-0.5880,1.0008,1.5207,1.0196,1.2977,0.1245,8.3868,0.6286,5.3746
