I,Q,U,V,P,ch5,pk1,pk2,pk3,pk4,fwhm1,fwhm2,fwhm3,fwhm4,proms1,proms2,proms3,proms4,d1,d2,d3,d4,st1,st2,st3,st4,rm1,rm2,rm3,rm4,ku1,ku2,ku3,ku4,sk1,sk2,sk3,sk4,s1,s2,s3,s4,ma1,ma2,ma3,ma4
125.2364,0.1234,-0.3783,-0.1467,0.4241,191.5833,107.0000,111.0000,111.0000,108.0000,8.6667,8.0000,6.2500,12.0000,14.0000,2.0000,3.0000,9.0000,12.2191,0.1294,0.0922,0.1720,3.8576,0.0359,0.0315,0.0493,125.2934,0.1288,0.3800,0.1542,1.9131,4.0807,1.5311,2.5551,-0.3031,1.4409,-0.0255,0.6100,1.0005,1.0395,1.0033,1.0528,0.0976,1.0627,0.2439,1.2144
144.3235,0.2196,-0.0302,-0.3888,0.4476,229.8413,241.0000,163.0000,92.0000,138.0000,28.0536,27.7500,3.0000,23.8333,123.0000,47.0000,2.0000,26.0000,52.9705,0.2817,0.4050,0.8291,15.1799,0.0781,0.1013,0.2919,145.1070,0.2335,0.1068,0.4662,1.8837,2.1902,3.3581,1.9031,-0.0291,-0.5554,-1.0328,0.6907,1.0054,1.0600,1.3776,1.1393,0.3680,1.3303,6.5326,2.2767
157.2814,0.0607,-0.3205,-0.2524,0.4125,207.2742,178.0000,155.0000,185.0000,157.0000,19.1167,34.7500,25.4375,21.7500,61.0000,51.0000,85.0000,23.0000,72.7306,0.2468,0.4550,0.8025,24.2151,0.0836,0.1196,0.2892,159.1049,0.1056,0.3449,0.3969,1.6546,1.5427,3.0818,1.5744,-0.1686,0.3862,-0.6771,-0.5464,1.0116,1.3469,1.0650,1.4164,0.4652,4.0170,1.4525,3.9970
124.4640,0.1192,-0.2980,-0.0451,0.3241,257.8947,104.0000,111.0000,114.0000,96.0000,8.0000,6.0000,11.7500,2.0000,7.0000,5.0000,22.0000,1.0000,13.7835,0.1089,0.0482,0.2354,4.5227,0.0348,0.0140,0.0652,124.5418,0.1248,0.2987,0.0791,2.1256,2.0523,2.0585,2.3802,-0.6211,0.5131,-0.0935,-0.2120,1.0006,1.0389,1.0010,1.2166,0.1108,0.9245,0.1615,4.1574
149.8761,-0.0106,-0.3867,-0.3702,0.5355,190.5217,166.0000,127.0000,188.0000,189.0000,22.0000,16.0000,28.6429,22.7500,38.0000,15.0000,90.0000,30.0000,73.1481,0.4248,0.4738,1.4001,25.2060,0.1674,0.1547,0.3406,151.9506,0.1665,0.4034,0.4911,1.4716,1.3308,1.7561,3.2835,0.1716,0.2357,-0.0792,-0.8815,1.0138,1.0725,1.0814,1.2943,0.4915,2.8872,1.3308,4.4000
153.3881,0.1407,-0.3625,-0.2478,0.4611,207.7742,163.0000,152.0000,155.0000,173.0000,50.0000,99.0000,25.0000,65.9333,67.0000,45.0000,46.0000,78.0000,60.9452,0.3063,0.3779,0.6683,16.4677,0.0712,0.1058,0.2178,154.2625,0.1585,0.3720,0.3160,2.3444,3.0479,1.9338,1.6399,-0.3779,-0.7601,0.2272,0.4147,1.0057,1.0903,1.0427,1.1696,0.3985,2.2414,1.0850,2.8218
125.6829,0.0794,-0.5631,-0.6037,0.8294,192.1600,107.0000,114.0000,111.0000,143.0000,5.0000,10.0833,14.6667,13.0000,2.0000,15.0000,14.0000,11.0000,14.7028,0.1042,0.0718,0.1736,4.8728,0.0316,0.0238,0.0511,125.7736,0.0847,0.5633,0.6075,1.6082,1.9701,1.5828,2.3522,-0.2305,0.3841,0.2639,-0.7130,1.0007,1.0745,1.0009,1.0034,0.1170,1.3749,0.1277,0.2873
126.0377,0.1297,-0.2147,-0.1301,0.2826,217.0000,125.0000,116.0000,103.0000,100.0000,9.9167,10.0000,11.3333,10.5000,13.0000,10.0000,9.0000,11.0000,12.6470,0.0986,0.0415,0.1257,4.2168,0.0379,0.0134,0.0387,126.1050,0.1352,0.2150,0.1352,1.8608,1.5022,1.8446,1.8615,-0.4635,0.4513,0.4535,-0.1047,1.0005,1.0398,1.0019,1.0416,0.1004,0.7732,0.1933,0.9902
150.0474,0.1502,-0.4284,-0.2507,0.5186,191.5000,164.0000,163.0000,176.0000,173.0000,20.8667,27.9167,22.8333,23.5000,58.0000,49.0000,78.0000,52.0000,74.6004,0.5041,0.1812,0.8063,26.0789,0.1912,0.0535,0.1885,152.2620,0.2543,0.4345,0.3074,1.5725,1.3040,1.9903,3.9591,0.3328,-0.1474,-0.5693,1.1188,1.0148,1.2299,1.0075,1.0762,0.5008,2.9717,0.4217,2.9661
123.7052,0.1736,-0.2588,0.1512,0.3464,241.0476,92.0000,126.0000,125.0000,90.0000,6.0000,2.0000,19.5000,3.0000,1.0000,1.0000,34.0000,2.0000,11.4117,0.3397,0.2610,0.5683,3.1677,0.1025,0.0843,0.1640,123.7448,0.2029,0.2725,0.2196,1.9225,2.2335,1.6937,2.2014,-0.1026,0.4756,0.4384,-0.5652,1.0003,1.1541,1.0503,1.1635,0.0923,2.1206,1.0365,3.4325
123.4493,0.2398,-0.1925,-0.0717,0.3157,204.7333,113.0000,124.0000,94.0000,90.0000,3.0000,13.0000,13.0000,6.5000,2.0000,11.0000,8.0000,5.0000,12.4627,0.0706,0.1613,0.3032,3.7577,0.0235,0.0531,0.0785,123.5046,0.2406,0.1988,0.1064,1.7418,1.5978,1.8723,3.8960,0.1765,0.3911,0.2939,-1.3282,1.0004,1.0046,1.0364,1.4261,0.1010,0.2953,0.8580,5.2912
135.4067,0.0655,-0.3618,-0.4173,0.5562,192.6053,143.0000,117.0000,127.0000,136.0000,19.1667,20.2500,19.5000,23.9167,30.0000,9.0000,38.0000,19.0000,29.8844,0.2010,0.0981,0.2723,9.8557,0.0613,0.0299,0.0955,135.7555,0.0922,0.3646,0.4291,1.8351,1.7382,1.9442,1.5475,-0.3682,0.1189,0.1692,-0.4357,1.0026,1.2589,1.0033,1.0250,0.2210,3.4265,0.2703,0.6584
151.3524,-0.1434,-0.2753,-0.2805,0.4184,226.5893,200.0000,117.0000,180.0000,168.0000,23.1607,14.5000,23.6000,16.6250,75.0000,14.0000,67.0000,55.0000,66.6397,0.4098,0.3841,0.3143,21.8690,0.1474,0.1050,0.0809,152.8962,0.1965,0.3001,0.2878,1.6486,1.7771,2.5719,2.4723,0.0476,0.6841,-0.7089,-0.1161,1.0102,1.1101,1.0662,1.0412,0.4426,2.5317,1.4104,1.1630
125.4323,0.0723,-0.4791,-0.2375,0.5396,202.4783,92.0000,108.0000,123.0000,118.0000,4.0000,11.5000,11.6667,2.0000,2.0000,8.0000,20.0000,1.0000,13.6455,0.0761,0.0754,0.2807,4.5276,0.0268,0.0202,0.0806,125.5105,0.0773,0.4793,0.2521,1.8007,1.5686,3.2336,2.7003,-0.4440,0.3608,0.9858,-0.8239,1.0006,1.0630,1.0009,1.0528,0.1088,1.0803,0.1574,1.2024
167.2230,-0.0587,-0.4257,-0.6690,0.7951,214.1481,240.0000,159.0000,182.0000,236.0000,21.1587,23.4667,24.7083,25.1364,112.0000,59.0000,77.0000,102.0000,97.3476,0.2563,0.3333,0.5158,34.5972,0.0866,0.1094,0.1415,170.6995,0.1014,0.4367,0.6710,1.4724,1.4959,1.7731,2.1010,0.0081,0.2192,0.4634,-0.1488,1.0208,1.1727,1.0323,1.0226,0.5884,3.3988,0.8025,0.7953
129.4793,0.1961,-0.2286,-0.0029,0.3012,223.1282,115.0000,130.0000,107.0000,96.0000,25.0000,18.8333,25.0000,2.0000,14.0000,18.0000,16.0000,2.0000,17.0157,0.1406,0.1300,0.2717,5.1931,0.0461,0.0401,0.0766,129.5807,0.2010,0.2333,0.0758,2.4972,1.6182,1.7671,2.3604,-0.9313,-0.0335,-0.0040,-0.3075,1.0008,1.0266,1.0147,1.2449,0.1315,0.7280,0.5699,5.3429
129.0574,0.2212,-0.2072,-0.1232,0.3272,206.1786,131.0000,132.0000,95.0000,101.0000,14.4167,14.3333,5.0000,11.0000,25.0000,19.0000,2.0000,10.0000,20.7229,0.0803,0.1056,0.1075,6.5340,0.0212,0.0280,0.0311,129.2168,0.2217,0.2103,0.1267,1.7408,3.0930,3.0582,2.3127,-0.2940,-1.0621,-0.9666,-0.5118,1.0012,1.0045,1.0087,1.0304,0.1607,0.3647,0.5088,0.8875
127.2757,-0.0192,-0.5120,-0.3907,0.6444,235.9259,109.0000,102.0000,125.0000,140.0000,12.5000,9.0000,5.5000,13.8750,19.0000,5.0000,4.0000,27.0000,16.1523,0.2115,0.0448,0.2448,5.3312,0.0540,0.0125,0.0694,127.3831,0.0562,0.5117,0.3940,1.6772,2.4383,2.4207,1.8483,-0.2300,0.0760,0.4356,-0.1097,1.0008,1.2827,1.0003,1.0153,0.1270,6.0325,0.0877,0.6356
126.6418,0.2297,-0.3148,-0.3089,0.4972,204.3778,131.0000,131.0000,97.0000,114.0000,19.0000,24.0000,11.0000,10.7500,26.0000,15.0000,6.0000,7.0000,16.4494,0.1592,0.3960,0.3630,5.6235,0.0467,0.1040,0.1181,126.7638,0.2329,0.3334,0.3345,1.3694,2.1597,3.2158,1.7689,-0.1323,-0.5781,-0.8841,-0.1491,1.0010,1.0202,1.0513,1.0671,0.1300,0.7052,1.2798,1.2017
128.1136,-0.1943,-0.3448,-0.4169,0.5749,205.9492,135.0000,102.0000,147.0000,151.0000,18.5000,1.0000,13.2500,17.6667,13.0000,1.0000,26.0000,24.0000,18.2646,0.4524,0.4643,0.7364,5.2933,0.1498,0.1487,0.2530,128.2210,0.2415,0.3727,0.4849,1.9250,2.0092,2.0330,1.3930,-0.3006,0.7885,0.4940,-0.2608,1.0008,1.1342,1.0888,1.1685,0.1426,2.3881,1.4457,1.9684
125.0208,0.1010,-0.3264,-0.0438,0.3445,213.2500,105.0000,109.0000,116.0000,98.0000,7.5000,7.0000,11.0000,1.0000,6.0000,3.0000,12.0000,1.0000,10.5714,0.0736,0.0799,0.2563,3.5793,0.0201,0.0254,0.0707,125.0699,0.1031,0.3277,0.0825,1.9861,4.4584,1.6888,2.4528,-0.6091,1.5193,-0.2079,-0.4422,1.0004,1.0188,1.0029,1.2754,0.0846,0.7331,0.2450,4.7493
127.8941,0.0502,-0.3912,-0.2916,0.4905,207.4242,121.0000,108.0000,120.0000,115.0000,16.5000,7.0000,17.0000,4.0000,28.0000,6.0000,21.0000,4.0000,17.6404,0.1461,0.2292,0.2930,5.5027,0.0480,0.0695,0.0927,128.0089,0.0703,0.3999,0.3087,1.8622,1.6561,1.8190,2.1581,-0.3942,-0.0334,0.0062,-0.5085,1.0009,1.2278,1.0150,1.0469,0.1380,3.0625,0.5863,1.0173
126.2256,0.2196,-0.2796,0.0000,0.3556,227.5000,106.0000,127.0000,106.0000,100.0000,8.0000,9.5000,12.5000,3.0000,9.0000,12.0000,12.0000,1.0000,16.9592,0.0829,0.1157,0.3438,5.3435,0.0300,0.0373,0.1129,126.3343,0.2216,0.2826,0.1107,1.8226,1.3440,1.9360,2.4441,-0.0007,0.1487,-0.5977,-0.9436,1.0009,1.0089,1.0085,1.1495,0.1344,0.3789,0.4146,3.8575
125.0827,0.1283,-0.3845,-0.1068,0.4192,195.5769,103.0000,114.0000,115.0000,108.0000,4.7500,8.2500,14.5000,11.0000,3.0000,7.0000,16.0000,9.0000,12.9472,0.0855,0.1553,0.1012,4.1785,0.0262,0.0575,0.0294,125.1498,0.1311,0.3878,0.1114,1.8034,1.5109,1.5307,2.6851,-0.4327,0.0341,0.3895,-0.8846,1.0005,1.0199,1.0108,1.0351,0.1035,0.6724,0.4070,0.9563
127.7781,-0.2180,-0.4045,-0.5881,0.7464,195.7436,145.0000,91.0000,139.0000,138.0000,15.3333,8.0000,13.6667,11.7500,20.0000,11.0000,19.0000,11.0000,14.9459,0.1892,0.1391,0.3757,4.6601,0.0678,0.0475,0.1062,127.8609,0.2275,0.4079,0.5969,2.2283,1.4473,1.6610,2.3464,-0.7597,0.0754,0.2436,0.0831,1.0006,1.0463,1.0067,1.0158,0.1170,0.8924,0.3446,0.6446
139.2234,0.0652,-0.1673,-0.2201,0.2840,191.4872,160.0000,121.0000,127.0000,111.0000,22.4000,16.0000,21.5417,1.0000,40.0000,9.0000,41.0000,1.0000,37.4528,0.2312,0.2795,0.3967,12.6869,0.0693,0.0729,0.1023,139.7855,0.0987,0.1844,0.2465,1.6164,2.2506,4.4387,4.5397,-0.3200,0.6896,-1.5678,-1.5416,1.0040,1.3873,1.0861,1.0961,0.2696,4.4660,1.7083,1.8391
139.4960,0.0484,-0.2118,-0.2059,0.2993,187.9333,182.0000,128.0000,132.0000,123.0000,22.3333,26.7500,26.1250,30.5000,72.0000,21.0000,31.0000,14.0000,42.7795,0.2151,0.3370,0.3684,16.6160,0.0566,0.1029,0.1151,140.4657,0.0763,0.2418,0.2347,1.3108,2.8459,2.0612,2.1137,0.0564,0.8006,-0.5220,-0.3483,1.0070,1.4167,1.1031,1.1444,0.3077,5.6747,1.6247,1.9629
135.8960,0.3971,-0.1677,-0.1455,0.4550,189.4194,150.0000,170.0000,83.0000,109.0000,13.0833,15.5500,16.0000,13.2500,40.0000,46.0000,9.0000,21.0000,33.8801,0.1226,0.0742,0.1201,11.6803,0.0353,0.0273,0.0386,136.3809,0.3967,0.1715,0.1494,1.5519,2.0208,1.4218,1.8997,-0.1114,0.3439,0.1465,-0.4691,1.0036,1.0039,1.0125,1.0339,0.2498,0.3109,0.4406,0.8452
128.1702,0.2606,-0.3221,-0.2310,0.4744,199.5667,111.0000,134.0000,98.0000,108.0000,4.5000,10.0000,19.6667,17.0000,5.0000,15.0000,17.0000,4.0000,14.4648,0.1137,0.0325,0.1798,4.2657,0.0390,0.0068,0.0466,128.2388,0.2633,0.3224,0.2367,3.0624,1.4263,3.7048,3.4153,-1.1011,0.2032,-0.4389,-0.9856,1.0005,1.0108,1.0002,1.0193,0.1129,0.4388,0.1009,0.7815
124.1221,0.1248,-0.3166,-0.0282,0.3415,208.7742,111.0000,109.0000,118.0000,83.0000,10.2500,5.0000,12.8750,3.0000,10.0000,1.0000,17.0000,1.0000,11.7559,0.1448,0.2044,0.7831,4.0195,0.0363,0.0542,0.2790,124.1851,0.1306,0.3223,0.2763,1.5334,4.2554,3.2206,1.5429,0.1156,1.4299,-1.0031,-0.4861,1.0005,1.0397,1.0140,1.1118,0.0947,1.1740,0.6473,3.3928
136.5708,0.0131,-0.4755,-0.5362,0.7168,214.2895,129.0000,116.0000,135.0000,166.0000,6.5000,19.5000,20.6250,17.2917,6.0000,18.0000,37.0000,43.0000,35.0932,0.0993,0.3608,0.1843,11.3706,0.0314,0.0998,0.0459,137.0309,0.0346,0.4801,0.5349,1.6715,1.6364,3.6288,2.3783,-0.1552,-0.0164,1.3080,-0.1344,1.0034,1.1597,1.0217,1.0036,0.2574,3.6968,0.7782,0.3465
127.6068,0.1647,-0.3054,-0.1746,0.3884,169.5455,118.0000,121.0000,108.0000,108.0000,7.5000,11.5000,12.5000,7.0000,8.0000,9.0000,18.0000,5.0000,18.9509,0.1416,0.1714,0.1761,6.0448,0.0468,0.0564,0.0401,127.7434,0.1714,0.3106,0.1804,1.9094,1.8746,1.5119,6.4615,-0.3906,0.4050,-0.0681,-1.8180,1.0011,1.0376,1.0161,1.0245,0.1486,0.8735,0.5655,1.0108
127.7248,-0.0091,-0.3630,-0.1664,0.3994,242.0303,109.0000,100.0000,130.0000,124.0000,9.0000,1.0000,19.2500,6.0000,8.0000,1.0000,29.0000,4.0000,17.1697,0.1513,0.2064,0.5068,5.8294,0.0380,0.0702,0.1637,127.8538,0.0382,0.3690,0.2333,1.5805,3.2810,1.7516,2.2030,-0.2112,0.7808,-0.5433,-0.6952,1.0010,1.2254,1.0180,1.3684,0.1345,5.6798,0.5744,3.9933
135.1665,0.0153,-0.3384,-0.3281,0.4716,232.8627,149.0000,113.0000,126.0000,163.0000,23.6000,21.0000,28.8750,17.1500,46.0000,10.0000,25.0000,35.0000,30.5495,0.2134,0.3710,0.9753,10.1465,0.0712,0.1346,0.3749,135.5393,0.0731,0.3589,0.4841,1.6643,1.6099,1.3053,1.3585,-0.1749,0.1510,0.2826,0.3618,1.0028,1.1621,1.0769,1.1543,0.2263,3.8553,1.1659,2.6153
125.6276,0.3262,-0.2498,0.1551,0.4392,203.0000,90.0000,134.0000,101.0000,82.0000,2.0000,14.0000,12.5000,5.2500,1.0000,13.0000,14.0000,3.0000,12.1386,0.0864,0.1630,0.3348,3.8934,0.0236,0.0451,0.0862,125.6856,0.3267,0.2532,0.1746,2.0828,2.0477,3.1470,3.2355,-0.6170,-0.2448,1.0639,-0.7773,1.0005,1.0025,1.0156,1.0954,0.0966,0.2654,0.6596,2.2465
124.5880,0.1755,-0.4561,-0.1683,0.5168,246.5588,100.0000,122.0000,123.0000,116.0000,2.0000,4.0000,11.3333,7.2500,1.0000,3.0000,20.0000,9.0000,14.0384,0.2147,0.1527,0.3604,3.5787,0.0767,0.0494,0.1048,124.6379,0.1923,0.4575,0.1991,2.4340,1.6632,1.7158,2.3496,0.0533,0.4998,0.1224,-0.4531,1.0004,1.0875,1.0057,1.1694,0.1127,1.2696,0.3366,2.3574
125.1437,0.1011,-0.3290,-0.0187,0.3447,206.8095,101.0000,108.0000,115.0000,94.0000,7.5000,9.0000,12.3333,4.0000,8.0000,3.0000,12.0000,2.0000,12.3390,0.0842,0.0914,0.2747,4.0342,0.0229,0.0279,0.0772,125.2056,0.1042,0.3309,0.0782,1.9263,3.1584,1.9076,3.2775,-0.5244,0.9192,0.1984,-1.0872,1.0005,1.0239,1.0034,1.3380,0.0986,0.8365,0.2776,5.6055
131.3032,-0.1086,-0.5670,-0.5678,0.8098,209.0244,114.0000,101.0000,148.0000,192.0000,11.9167,6.8333,15.1000,12.0000,9.0000,10.0000,28.0000,48.0000,30.9721,0.2698,0.4669,0.6650,9.7175,0.0861,0.1679,0.2562,131.6535,0.1358,0.5812,0.6096,1.7938,1.9750,1.6196,1.3149,0.3901,-0.4680,0.3669,0.0051,1.0027,1.2763,1.0434,1.0992,0.2362,3.1625,0.8591,1.2712
159.3620,-0.1093,-0.3538,-0.4546,0.5864,216.2766,194.0000,127.0000,181.0000,175.0000,24.5000,21.2500,27.1667,22.3333,77.0000,27.0000,85.0000,30.0000,76.7567,0.2540,0.3857,0.7507,25.8703,0.0659,0.1322,0.2352,161.4041,0.1198,0.3871,0.5300,1.5754,3.6647,1.7762,2.5001,-0.2324,1.1432,-0.4970,-0.9565,1.0128,1.0891,1.0625,1.1130,0.4849,2.4640,1.0927,1.6642
124.6504,0.2157,-0.3330,-0.0423,0.3990,194.8966,101.0000,121.0000,109.0000,97.0000,6.0000,3.0000,15.2500,5.0000,8.0000,1.0000,17.0000,1.0000,11.2797,0.1923,0.0863,0.2713,3.6355,0.0508,0.0279,0.0836,124.7016,0.2218,0.3337,0.0932,1.7343,3.8749,1.7741,2.2245,-0.2151,1.2664,-0.3839,-0.7393,1.0004,1.0263,1.0034,1.3598,0.0905,0.9008,0.2601,4.9450
147.1545,-0.3148,-0.6458,-0.2983,0.7779,210.8571,108.0000,87.0000,222.0000,191.0000,13.0000,7.0000,23.4667,21.1714,12.0000,4.0000,96.0000,74.0000,55.1231,0.3540,0.2436,0.3588,18.6103,0.1055,0.0737,0.1185,148.2988,0.3220,0.6412,0.3144,1.6174,2.3730,1.8864,2.3891,-0.1425,0.6630,0.4138,1.0241,1.0078,1.0569,1.0065,1.0775,0.3761,1.2065,0.3837,1.3059
125.1787,0.1625,-0.4460,-0.1258,0.4911,226.7895,96.0000,120.0000,119.0000,110.0000,5.0000,3.0000,14.0000,6.0000,4.0000,1.0000,16.0000,3.0000,12.7452,0.2235,0.2281,0.2940,3.8745,0.0820,0.0616,0.0661,125.2371,0.1829,0.4507,0.1429,1.8104,1.7517,2.1457,5.5438,-0.2412,0.6395,-0.0555,-1.6070,1.0005,1.1151,1.0092,1.1236,0.1018,1.4439,0.5132,2.4443
134.4758,0.0320,-0.5663,-0.5160,0.7668,176.8710,113.0000,117.0000,131.0000,163.0000,14.2500,9.6667,19.7500,7.6667,17.0000,9.0000,31.0000,13.0000,31.0228,0.2258,0.2703,0.6338,9.8865,0.0628,0.0805,0.2024,134.8271,0.0701,0.5725,0.5568,1.7550,2.9818,1.8433,2.1605,-0.3231,0.8180,-0.4060,-0.8036,1.0026,1.3206,1.0097,1.0708,0.2310,4.9659,0.4789,1.2613
126.9813,0.1314,-0.2538,-0.0350,0.2880,213.2609,113.0000,120.0000,112.0000,95.0000,3.0000,5.5000,11.9167,7.7500,2.0000,10.0000,13.0000,5.0000,17.4891,0.1104,0.0937,0.2330,5.7396,0.0339,0.0347,0.0675,127.1053,0.1356,0.2564,0.0759,1.7043,1.8963,1.4056,2.4362,-0.1945,0.3634,-0.1827,-0.5746,1.0010,1.0313,1.0089,1.3140,0.1378,0.8527,0.3706,4.9146
126.1342,0.1501,-0.5666,-0.4752,0.7545,227.2353,104.0000,123.0000,113.0000,141.0000,5.6667,25.5000,13.3333,36.1667,6.0000,18.0000,9.0000,24.0000,15.9909,0.1598,0.1675,0.3394,3.9275,0.0516,0.0494,0.0872,126.1941,0.1577,0.5680,0.4812,2.6360,1.4598,2.2698,2.9433,-0.2578,-0.0625,0.7846,0.5656,1.0005,1.0570,1.0037,1.0165,0.1268,1.1052,0.2966,0.7235
138.3637,-0.1997,-0.2897,-0.6482,0.7376,189.3529,193.0000,98.0000,133.0000,148.0000,16.5667,9.3333,23.2750,22.5000,64.0000,16.0000,33.0000,24.0000,39.8347,0.1798,0.2212,0.1509,12.7172,0.0542,0.0732,0.0377,138.9298,0.2031,0.3045,0.6510,1.8064,2.1389,1.6857,3.4391,-0.2399,0.3374,0.0666,-0.8459,1.0041,1.0365,1.0293,1.0016,0.2885,0.9367,0.7592,0.2323
129.2089,0.0341,-0.5401,-0.6507,0.8463,245.4375,116.0000,116.0000,131.0000,185.0000,20.5000,13.0000,22.0833,23.3500,12.0000,12.0000,35.0000,50.0000,26.5549,0.1624,0.5918,1.1092,7.7743,0.0415,0.2071,0.3977,129.4389,0.0535,0.5772,0.7670,1.9177,2.4212,1.6271,1.4817,0.4279,0.6680,0.2725,0.1620,1.0018,1.3906,1.0701,1.1661,0.2057,5.6282,1.1444,1.9108
124.1291,0.0879,-0.3764,-0.4624,0.6027,228.3793,123.0000,108.0000,105.0000,124.0000,19.5000,7.0000,12.0000,4.0000,18.0000,1.0000,14.0000,6.0000,12.3670,0.1364,0.1185,0.1460,3.6774,0.0429,0.0336,0.0470,124.1817,0.0984,0.3779,0.4645,2.0172,2.1161,2.3242,1.8621,-0.1166,0.5053,-0.0058,0.1066,1.0004,1.1069,1.0038,1.0050,0.0997,1.6249,0.3153,0.3167
155.1730,-0.0043,-0.4169,-0.1939,0.4598,220.8800,139.0000,155.0000,198.0000,180.0000,24.0000,18.7500,18.2500,21.1667,38.0000,58.0000,87.0000,76.0000,77.4826,0.1295,0.2269,0.2915,26.2058,0.0378,0.0700,0.0960,157.3266,0.0378,0.4121,0.2161,1.6238,1.6488,1.8045,1.6240,0.2063,0.1315,-0.3236,-0.1871,1.0139,1.1172,1.0145,1.1135,0.5028,4.2151,0.5624,1.6045
124.4944,-0.0935,-0.2966,-0.1164,0.3321,225.0588,118.0000,90.0000,126.0000,101.0000,5.6667,7.0000,7.0000,3.0000,5.0000,5.0000,8.0000,1.0000,11.8452,0.0302,0.0845,0.2535,4.0069,0.0094,0.0293,0.0786,124.5551,0.0937,0.2984,0.1397,1.7240,2.2444,1.6154,2.6116,-0.1298,0.7524,-0.3398,-0.9598,1.0005,1.0048,1.0046,1.1933,0.0952,0.3248,0.2851,2.3899
145.0724,0.1367,-0.3040,-0.2519,0.4178,206.1212,188.0000,165.0000,140.0000,135.0000,20.7143,21.0833,21.0000,12.5000,93.0000,56.0000,47.0000,18.0000,71.4857,0.1469,0.4799,0.4588,22.5982,0.0420,0.1472,0.1568,146.7956,0.1429,0.3543,0.3099,2.0816,2.2860,1.9542,1.3587,0.7544,0.5828,-0.2974,-0.0735,1.0119,1.0454,1.0977,1.1563,0.4956,1.0991,1.5706,1.8924
164.1830,-0.1741,-0.3046,-0.1301,0.3742,208.7206,192.0000,139.0000,219.0000,165.0000,27.6667,22.7500,35.9000,26.6667,76.0000,58.0000,110.0000,51.0000,95.3760,0.1362,0.2355,0.5225,30.5156,0.0409,0.0733,0.1628,166.9538,0.1760,0.3197,0.2174,1.6854,1.5296,2.0502,1.6523,0.1061,-0.1248,-0.5731,0.1185,1.0169,1.0278,1.0270,1.1929,0.5859,0.8068,0.7665,3.3007
124.8549,0.1785,-0.4885,-0.4765,0.7053,234.7778,110.0000,120.0000,99.0000,129.0000,5.0833,8.5000,7.5000,7.0000,9.0000,11.0000,4.0000,6.0000,13.0081,0.0397,0.1248,0.1144,4.4866,0.0096,0.0432,0.0316,124.9310,0.1786,0.4910,0.4782,1.7516,3.8161,1.8296,2.9497,-0.3159,-0.7930,-0.4508,-0.9108,1.0006,1.0014,1.0037,1.0021,0.1042,0.2228,0.2556,0.2401
124.8241,0.1762,-0.2534,0.0544,0.3134,170.6842,105.0000,117.0000,107.0000,91.0000,6.2500,11.0000,10.1667,4.0000,5.0000,8.0000,12.0000,3.0000,13.0848,0.0672,0.0332,0.2843,4.1938,0.0196,0.0104,0.0822,124.8909,0.1776,0.2536,0.0968,2.1037,3.3219,2.4423,2.0989,-0.6275,1.1330,0.8338,-0.0008,1.0005,1.0058,1.0008,1.2436,0.1049,0.3816,0.1311,4.4108
125.0939,0.1595,-0.2753,0.1705,0.3610,185.6552,102.0000,119.0000,116.0000,93.0000,1.0000,9.7500,10.0000,5.0000,1.0000,13.0000,11.0000,3.0000,14.5387,0.0525,0.0684,0.5186,3.9386,0.0166,0.0209,0.1624,125.1538,0.1601,0.2757,0.2341,2.3855,1.6960,2.0497,1.7421,-0.2030,0.0395,0.3743,-0.1799,1.0005,1.0052,1.0028,1.2042,0.1163,0.3303,0.2492,3.0951
129.3581,0.0904,-0.3465,-0.5066,0.6204,200.3939,139.0000,122.0000,111.0000,131.0000,13.5417,11.0000,9.0000,16.0000,11.0000,4.0000,7.0000,12.0000,21.4226,0.4483,0.0607,0.2465,7.2304,0.1509,0.0169,0.0804,129.5539,0.1752,0.3470,0.5153,1.6103,1.6701,2.3203,1.6464,-0.0603,-0.0585,-0.3974,-0.2274,1.0015,1.2095,1.0012,1.0120,0.1657,3.6168,0.1752,0.4870
165.1120,-0.0049,-0.3135,-0.3758,0.4894,203.0625,219.0000,149.0000,181.0000,193.0000,20.6042,26.3333,24.5500,21.8333,101.0000,47.0000,88.0000,84.0000,92.8421,0.2333,0.1459,0.2518,31.7013,0.0649,0.0416,0.0825,168.0655,0.0646,0.3186,0.3794,1.5190,1.8732,2.0367,2.1542,-0.0272,-0.1354,-0.4580,0.7603,1.0179,1.1389,1.0084,1.0240,0.5675,4.5605,0.4636,0.6890
131.8814,0.0041,-0.1886,-0.3545,0.4016,207.3143,164.0000,113.0000,126.0000,117.0000,14.8750,13.0000,12.2500,12.0000,37.0000,8.0000,29.0000,5.0000,24.9893,0.2454,0.2641,0.2987,7.8168,0.0825,0.0956,0.0799,132.1062,0.0815,0.2119,0.3673,1.9508,1.5687,1.4764,2.3888,-0.5179,0.2266,-0.0688,-0.2370,1.0017,1.1028,1.1163,1.0238,0.1896,3.5814,1.4926,0.8428
