I,Q,U,V,P,ch5,pk1,pk2,pk3,pk4,fwhm1,fwhm2,fwhm3,fwhm4,proms1,proms2,proms3,proms4,d1,d2,d3,d4,st1,st2,st3,st4,rm1,rm2,rm3,rm4,ku1,ku2,ku3,ku4,sk1,sk2,sk3,sk4,s1,s2,s3,s4,ma1,ma2,ma3,ma4
125.9659,0.2551,-0.4279,-0.2384,0.5523,198.7037,95.0000,135.0000,103.0000,116.0000,3.5000,12.4667,7.0000,14.0000,2.0000,22.0000,8.0000,11.0000,17.3293,0.1683,0.0883,0.1769,6.1470,0.0547,0.0289,0.0454,126.1103,0.2592,0.4287,0.2437,1.5852,1.6632,2.1016,6.4644,-0.3907,-0.1167,0.7563,-2.1472,1.0011,1.0221,1.0022,1.0171,0.1377,0.6715,0.2066,0.7438
123.4841,0.0484,-0.4555,-0.3976,0.6065,221.1500,109.0000,106.0000,110.0000,121.0000,8.7500,7.0000,10.0000,7.0000,13.0000,4.0000,6.0000,3.0000,13.0787,0.1521,0.1046,0.1476,4.4841,0.0497,0.0327,0.0497,123.5614,0.0683,0.4577,0.4021,1.7444,1.8664,1.7466,1.5942,-0.4334,0.2744,0.0017,-0.1904,1.0006,1.2691,1.0024,1.0073,0.1059,3.4227,0.2294,0.3711
124.4683,0.1385,-0.3745,-0.0796,0.4072,202.9286,97.0000,117.0000,112.0000,109.0000,11.0000,7.0000,3.5000,12.7500,8.0000,6.0000,6.0000,15.0000,13.4779,0.1976,0.1199,0.1296,4.5334,0.0653,0.0422,0.0433,124.5478,0.1531,0.3764,0.0894,2.2868,1.9401,1.5988,1.6394,-0.8027,0.5696,0.4905,-0.0690,1.0006,1.1013,1.0061,1.1366,0.1083,1.4982,0.3214,1.7986
121.2031,0.3182,-0.2771,-0.0290,0.4230,205.8065,103.0000,128.0000,99.0000,88.0000,6.0000,8.0000,7.0000,1.0000,2.0000,4.0000,9.0000,1.0000,11.5296,0.1465,0.1722,0.2460,3.4880,0.0527,0.0599,0.0767,121.2516,0.3230,0.2832,0.0815,1.8988,1.5352,1.8402,1.7232,0.4441,0.3898,-0.6233,0.0375,1.0004,1.0131,1.0224,1.1447,0.0951,0.4625,0.6284,3.8195
121.8434,0.0411,-0.4653,-0.4728,0.6646,245.2174,106.0000,101.0000,113.0000,128.0000,4.5000,5.0000,10.0000,11.5000,4.0000,2.0000,15.0000,13.0000,12.1569,0.1133,0.1160,0.1906,3.9501,0.0325,0.0302,0.0687,121.9046,0.0524,0.4656,0.4785,1.7779,3.1350,2.9201,1.6356,0.0633,1.1296,0.6942,0.3953,1.0005,1.2586,1.0020,1.0100,0.0998,3.1172,0.2500,0.4044
123.0210,0.0979,-0.2792,0.0019,0.2959,232.4583,107.0000,108.0000,113.0000,89.0000,2.0000,10.5000,15.5833,4.0000,1.0000,6.0000,19.0000,1.0000,12.3304,0.1043,0.0808,0.2894,3.7907,0.0376,0.0233,0.0879,123.0769,0.1050,0.2804,0.0860,2.2772,1.5991,2.2150,2.4936,-0.6705,0.4463,-0.5529,-0.8630,1.0005,1.0678,1.0033,1.1650,0.1003,1.0979,0.2897,4.3211
122.3359,0.1791,-0.2436,0.0938,0.3166,196.0556,103.0000,116.0000,104.0000,88.0000,6.5000,8.6667,9.5000,2.0000,9.0000,10.0000,8.0000,1.0000,11.4423,0.0477,0.1488,0.1679,3.8501,0.0181,0.0521,0.0568,122.3931,0.1797,0.2493,0.1075,1.8652,1.3925,1.8391,1.6737,-0.4626,-0.2111,-0.4697,-0.3151,1.0005,1.0048,1.0213,1.1624,0.0936,0.2676,0.6159,2.0945
124.2252,0.1304,-0.3836,-0.0936,0.4158,204.9412,96.0000,115.0000,115.0000,109.0000,5.5000,11.0000,15.2500,8.0000,3.0000,10.0000,15.0000,3.0000,13.6996,0.1340,0.2049,0.3459,4.0714,0.0494,0.0558,0.1027,124.2899,0.1396,0.3864,0.1373,2.1594,1.3045,4.3461,1.8614,-0.5939,0.0901,1.5827,-0.0124,1.0005,1.0669,1.0103,1.2050,0.1103,1.0620,0.5390,3.4867
128.2055,-0.0299,-0.3158,0.0484,0.3209,201.4762,111.0000,102.0000,140.0000,98.0000,9.7500,9.0000,10.7500,3.7500,22.0000,11.0000,30.0000,3.0000,27.2233,0.0857,0.1743,0.2517,9.2321,0.0227,0.0546,0.0683,128.5216,0.0361,0.3228,0.0801,1.5987,2.9375,2.9219,3.6844,-0.0163,0.7706,-1.1210,-1.0923,1.0025,1.1252,1.0139,1.1435,0.2126,2.9202,0.5511,3.9918
128.3242,-0.0038,-0.3752,-0.4069,0.5535,212.6923,142.0000,103.0000,125.0000,143.0000,8.8000,8.0000,13.3333,11.6667,38.0000,3.0000,32.0000,40.0000,27.6346,0.2271,0.1186,0.3532,9.0723,0.0702,0.0370,0.1154,128.6322,0.0688,0.3753,0.4152,1.7206,1.6798,2.9545,1.7509,0.1866,0.0142,1.1243,0.1204,1.0024,1.1329,1.0047,1.0393,0.2156,4.1820,0.3184,0.9033
121.1363,0.2891,-0.3523,-0.5408,0.7072,171.6316,120.0000,127.0000,85.0000,120.0000,3.0000,3.6667,2.0000,9.2500,1.0000,3.0000,1.0000,7.0000,10.5930,0.1655,0.1269,0.1877,3.6099,0.0545,0.0395,0.0737,121.1873,0.2941,0.3544,0.5464,1.6339,1.7631,2.1304,1.3291,0.1698,-0.2496,-0.5003,-0.1351,1.0004,1.0167,1.0059,1.0087,0.0875,0.5770,0.3612,0.3480
124.4557,0.1867,-0.3143,0.0432,0.3681,217.5714,98.0000,121.0000,110.0000,94.0000,6.2500,9.2500,11.5833,3.0000,9.0000,13.0000,15.0000,1.0000,17.4264,0.0372,0.1315,0.2244,5.8535,0.0090,0.0402,0.0697,124.5868,0.1869,0.3170,0.0797,1.5867,2.7751,1.9008,2.9895,-0.1273,0.2309,-0.0138,-1.1973,1.0011,1.0011,1.0078,1.0567,0.1401,0.1993,0.4196,3.1041
128.3876,0.0945,-0.4498,-0.4760,0.6617,175.9310,125.0000,113.0000,120.0000,137.0000,10.6667,2.0000,15.2500,9.1250,24.0000,2.0000,33.0000,11.0000,23.2488,0.2243,0.1234,0.3728,7.8295,0.0726,0.0390,0.1145,128.6179,0.1218,0.4515,0.4910,1.6296,1.9028,1.6760,2.2593,-0.2022,0.4870,0.1272,-0.7076,1.0018,1.2341,1.0036,1.0273,0.1812,2.6499,0.2749,0.7903
123.6243,0.2955,-0.0818,0.1231,0.3304,216.8519,120.0000,136.0000,90.0000,77.0000,4.0000,11.3333,6.0000,3.7500,2.0000,20.0000,1.0000,3.0000,12.9380,0.1659,0.1700,0.2683,3.8257,0.0515,0.0448,0.0889,123.6813,0.2985,0.0936,0.1498,2.0395,1.8764,4.1068,1.7529,-0.1939,-0.3238,-1.4162,-0.4226,1.0005,1.0147,1.1323,1.1704,0.1047,0.5682,2.1833,2.4172
126.1130,0.1653,-0.2445,-0.1034,0.3128,215.0492,129.0000,120.0000,124.0000,140.0000,22.6667,13.2500,19.0000,6.7500,26.0000,9.0000,35.0000,5.0000,23.6898,0.1918,0.6876,0.8033,7.5482,0.0599,0.2263,0.2721,126.3350,0.1783,0.3286,0.2894,1.9944,1.7923,1.9008,2.9668,0.5075,-0.2030,-0.5238,-1.2798,1.0018,1.0606,1.3456,1.6165,0.1880,1.1821,3.7542,6.6964
124.4945,0.1841,-0.3841,0.0113,0.4261,208.0000,91.0000,117.0000,117.0000,93.0000,9.4167,6.5000,12.5000,3.5000,7.0000,6.0000,20.0000,2.0000,15.4089,0.1095,0.1710,0.5010,5.0644,0.0385,0.0505,0.1599,124.5930,0.1893,0.3889,0.1565,1.7945,1.5282,2.8241,2.9069,-0.3952,0.2479,-0.8361,-1.1381,1.0008,1.0204,1.0082,1.1696,0.1238,0.5963,0.4451,4.0890
125.0752,0.2569,-0.2491,0.0768,0.3660,223.3750,109.0000,132.0000,114.0000,84.0000,12.3333,9.0000,8.6667,6.0000,20.0000,9.0000,10.0000,3.0000,14.0057,0.2917,0.1882,0.4112,4.1831,0.1033,0.0564,0.1249,125.1430,0.2771,0.2563,0.1435,2.5794,1.5413,1.7164,2.3453,-0.9029,-0.1002,0.0739,-0.7395,1.0005,1.0750,1.0243,1.1237,0.1120,1.1818,0.7619,3.5593
123.0801,0.0486,-0.3803,-0.1863,0.4262,207.4000,102.0000,109.0000,121.0000,123.0000,9.0000,5.0000,11.3333,6.7500,6.0000,5.0000,18.0000,3.0000,15.3008,0.1756,0.3179,0.5947,4.5982,0.0594,0.1148,0.2057,123.1631,0.0765,0.3949,0.2735,1.7061,2.4738,1.3741,1.4383,-0.0228,0.9557,0.1534,-0.1868,1.0007,1.4909,1.0435,1.3117,0.1244,4.9446,0.8603,3.6738
124.5642,0.2249,-0.3095,0.0987,0.3951,224.8148,103.0000,123.0000,109.0000,94.0000,6.0000,16.5000,11.5000,9.5000,7.0000,14.0000,8.0000,9.0000,15.8140,0.0534,0.2200,0.1762,4.6879,0.0161,0.0750,0.0565,124.6491,0.2252,0.3173,0.1135,1.9096,1.9897,1.7614,1.7718,-0.3500,0.2347,0.5656,0.0247,1.0007,1.0025,1.0280,1.1459,0.1270,0.2378,0.7242,1.9702
123.9578,0.1399,-0.2165,0.0572,0.2640,209.2619,107.0000,117.0000,115.0000,102.0000,9.7500,9.5000,18.0000,9.0000,9.0000,6.0000,13.0000,8.0000,14.2919,0.2143,0.3350,0.3416,4.8544,0.0800,0.1210,0.1187,124.0506,0.1627,0.2449,0.1312,1.4581,1.6028,1.8077,1.4020,0.0041,0.5601,0.4813,-0.1935,1.0007,1.1443,1.1459,1.0944,0.1153,1.6281,1.7839,3.0165
124.1073,0.2103,-0.3383,-0.0325,0.3997,200.2308,99.0000,124.0000,110.0000,99.0000,10.2500,5.2500,15.2500,4.0000,5.0000,5.0000,23.0000,3.0000,14.8627,0.1906,0.0581,0.2824,4.5335,0.0675,0.0181,0.0870,124.1869,0.2214,0.3392,0.0918,1.9961,1.9113,1.8683,2.2579,-0.3378,0.6718,-0.4492,-0.6698,1.0006,1.0479,1.0014,1.2422,0.1198,0.9237,0.1716,4.3694
129.0043,0.2754,-0.3165,0.0051,0.4196,199.8846,100.0000,140.0000,107.0000,102.0000,6.0000,12.0000,14.1250,6.7500,4.0000,24.0000,17.0000,5.0000,25.1815,0.1107,0.1930,0.2963,8.3905,0.0357,0.0627,0.0857,129.2664,0.2765,0.3219,0.0841,1.5929,2.5995,1.9770,3.0944,-0.0889,-1.0013,0.6035,-1.0590,1.0020,1.0081,1.0187,1.2139,0.1954,0.4054,0.6173,4.8587
122.0350,0.0810,-0.4488,-0.3040,0.5481,185.5000,104.0000,109.0000,110.0000,121.0000,3.5000,6.0000,14.0000,13.0000,4.0000,3.0000,10.0000,17.0000,10.9836,0.1791,0.1427,0.1394,3.8691,0.0635,0.0420,0.0442,122.0938,0.1020,0.4501,0.3066,1.5703,1.5496,2.0140,2.5266,0.0644,0.2388,0.2594,0.9868,1.0005,1.2616,1.0042,1.0101,0.0900,2.7404,0.3191,0.4617
121.6289,0.1207,-0.3981,-0.4116,0.5852,192.4706,111.0000,109.0000,101.0000,118.0000,8.6667,8.0000,6.6667,8.0000,7.0000,6.0000,9.0000,5.0000,11.8702,0.0343,0.0947,0.0700,3.7393,0.0115,0.0319,0.0189,121.6830,0.1214,0.3995,0.4124,1.9904,2.4123,2.2012,2.4922,-0.3970,0.9956,-0.8105,-0.2609,1.0004,1.0043,1.0030,1.0010,0.0976,0.2844,0.2381,0.1700
123.3132,0.1387,-0.1967,0.2473,0.3451,223.7857,104.0000,112.0000,117.0000,78.0000,7.9167,8.7500,13.5833,3.5000,15.0000,3.0000,17.0000,2.0000,12.2568,0.1721,0.1282,0.2946,3.7735,0.0573,0.0360,0.0818,123.3688,0.1509,0.2004,0.2590,1.9468,1.6979,2.0190,2.1372,-0.3530,0.1737,-0.2490,-0.2444,1.0005,1.0777,1.0159,1.0519,0.0994,1.2831,0.6551,1.2340
121.8589,0.1469,-0.2963,-0.2986,0.4456,244.7188,118.0000,115.0000,99.0000,109.0000,6.0000,6.0000,8.6667,16.0000,8.0000,6.0000,8.0000,8.0000,12.5830,0.1280,0.0464,0.2461,3.2335,0.0411,0.0143,0.0779,121.9005,0.1525,0.2967,0.3075,2.4572,1.8236,1.8072,2.1851,-0.3112,0.4637,-0.2724,0.6463,1.0003,1.0372,1.0011,1.0326,0.1033,0.8872,0.1568,0.8424
121.9237,0.2808,-0.2418,-0.1434,0.3973,198.9474,114.0000,127.0000,88.0000,100.0000,8.5833,9.5833,6.0000,2.0000,13.0000,11.0000,3.0000,2.0000,11.3001,0.0939,0.1299,0.2438,3.6273,0.0357,0.0488,0.0951,121.9748,0.2828,0.2470,0.1710,1.7710,1.4013,1.6124,1.2900,-0.0453,-0.2453,-0.5667,-0.1086,1.0004,1.0076,1.0190,1.1895,0.0927,0.3359,0.5408,1.9243
124.4629,0.1711,-0.3162,-0.0832,0.3690,183.8438,114.0000,120.0000,111.0000,107.0000,7.1667,9.2500,14.7500,7.7083,14.0000,13.0000,20.0000,17.0000,19.7533,0.1671,0.2281,0.2580,7.0231,0.0501,0.0542,0.0630,124.6547,0.1799,0.3220,0.1043,1.6560,2.5830,4.8873,3.2865,0.4981,0.9245,-1.6165,-0.7237,1.0015,1.0398,1.0140,1.2435,0.1588,0.9844,0.7230,3.7236
123.9705,0.2717,-0.2476,0.0505,0.3710,203.5000,102.0000,127.0000,99.0000,87.0000,4.0000,11.0000,9.5000,2.0000,3.0000,13.0000,10.0000,2.0000,14.0218,0.0229,0.0434,0.2106,4.6649,0.0062,0.0128,0.0700,124.0539,0.2716,0.2478,0.0840,1.7400,2.2025,1.9697,2.0192,-0.2749,0.0167,-0.2445,-0.6913,1.0007,1.0002,1.0013,1.0973,0.1131,0.0845,0.1755,2.9614
123.5225,0.1424,-0.3808,-0.3342,0.5262,216.6296,115.0000,115.0000,103.0000,117.0000,8.7500,9.7500,12.0000,3.0000,14.0000,9.0000,11.0000,1.0000,14.8423,0.0732,0.1645,0.2045,4.9578,0.0169,0.0520,0.0624,123.6183,0.1439,0.3855,0.3416,1.6404,3.2692,2.6147,2.4021,0.2278,0.6973,-0.9677,-0.4853,1.0008,1.0067,1.0089,1.0165,0.1202,0.5142,0.4323,0.6137
125.6171,0.2689,-0.4824,0.0138,0.5524,206.8000,75.0000,132.0000,117.0000,106.0000,2.0000,11.6667,13.0000,8.0000,1.0000,18.0000,24.0000,8.0000,19.4123,0.0908,0.0427,0.2702,6.2264,0.0301,0.0116,0.0793,125.7651,0.2705,0.4821,0.0784,1.7601,1.6472,2.4810,1.9793,-0.2598,0.1156,-0.5359,-0.1507,1.0012,1.0060,1.0003,1.1694,0.1546,0.3387,0.0887,4.5796
122.2023,0.3056,-0.4573,-0.2699,0.6126,175.7222,94.0000,128.0000,92.0000,115.0000,8.8333,9.5000,7.0000,6.0000,12.0000,10.0000,6.0000,4.0000,10.9425,0.0348,0.1310,0.1622,3.9525,0.0089,0.0451,0.0526,122.2626,0.3057,0.4604,0.2756,1.5430,3.9843,1.9817,1.7424,-0.1203,-1.0082,-0.5789,-0.0919,1.0005,1.0004,1.0046,1.0177,0.0896,0.1141,0.2865,0.6043
125.2341,0.2453,-0.3857,-0.0472,0.4595,223.3871,98.0000,124.0000,113.0000,98.0000,6.0000,4.0000,16.6667,2.0000,2.0000,2.0000,26.0000,1.0000,17.3396,0.3271,0.1769,0.3055,5.6207,0.1009,0.0698,0.0871,125.3561,0.2667,0.3926,0.0996,1.6614,2.4419,1.4232,1.9793,-0.0699,0.8382,-0.2590,-0.2002,1.0010,1.0773,1.0156,1.2120,0.1385,1.3717,0.4614,4.2172
129.7376,0.0388,-0.3033,-0.2453,0.3920,209.0690,151.0000,121.0000,146.0000,119.0000,21.6000,7.5000,16.3333,29.0000,55.0000,6.0000,26.0000,15.0000,35.6051,0.5389,0.2323,0.5110,12.3694,0.1948,0.0716,0.1457,130.3158,0.1994,0.3168,0.2891,1.7788,1.5090,1.8672,1.9017,0.5812,-0.1831,0.0932,-0.4201,1.0045,1.1022,1.0261,1.1531,0.2750,3.2358,0.7628,2.2433
126.7363,0.1854,-0.3775,-0.2429,0.4857,176.0256,111.0000,127.0000,126.0000,108.0000,14.0000,7.5000,14.0000,7.2500,10.0000,6.0000,36.0000,3.0000,24.7124,0.3249,0.1712,0.5773,8.2066,0.1243,0.0449,0.1629,126.9949,0.2271,0.3817,0.2988,1.5582,1.5262,2.4534,2.2030,0.3093,0.4511,-0.5453,-0.3366,1.0020,1.1883,1.0068,1.1865,0.1952,1.8967,0.4530,2.6130
122.7936,0.3239,-0.3022,-0.1157,0.4578,214.6444,106.0000,136.0000,92.0000,117.0000,5.0000,21.2500,14.0000,9.0000,6.0000,21.0000,12.0000,1.0000,12.5922,0.1965,0.3130,0.8449,3.3326,0.0668,0.1058,0.2813,122.8378,0.3304,0.3195,0.3015,2.4150,1.6561,1.7625,1.6205,-0.4275,0.2487,0.3017,-0.1387,1.0004,1.0206,1.0583,1.1853,0.1026,0.6134,1.0733,3.7579
125.8545,0.2104,-0.4729,-0.4579,0.6911,169.5588,107.0000,132.0000,100.0000,129.0000,17.3333,14.5833,8.0000,2.0000,10.0000,23.0000,8.0000,2.0000,16.1163,0.2098,0.1076,0.2834,4.7285,0.0712,0.0258,0.0823,125.9407,0.2205,0.4745,0.4673,2.2767,1.8049,2.9697,2.3798,-0.5709,-0.4384,-0.5199,-0.4128,1.0007,1.0549,1.0014,1.0154,0.1281,1.0378,0.2274,0.6207
125.9682,0.3375,-0.4764,-0.2788,0.6470,193.8750,100.0000,142.0000,100.0000,121.0000,2.0000,9.3333,11.0000,5.7500,1.0000,17.0000,9.0000,7.0000,21.6040,0.1353,0.2083,0.2860,6.6318,0.0554,0.0802,0.0767,126.1354,0.3417,0.4839,0.2913,1.7811,1.3808,1.3454,3.8604,-0.1192,0.2785,-0.0832,-1.3369,1.0013,1.0129,1.0134,1.0349,0.1716,0.4037,0.4391,1.0322
122.7853,0.3738,-0.2300,0.0596,0.4429,192.2353,102.0000,144.0000,88.0000,80.0000,8.0000,17.0000,15.0000,4.0000,4.0000,28.0000,8.0000,2.0000,12.6143,0.1936,0.1384,0.4097,3.9085,0.0694,0.0294,0.1008,122.8456,0.3790,0.2316,0.1147,1.6466,1.4787,3.5435,3.4361,-0.2107,-0.1451,0.1930,-0.8613,1.0005,1.0167,1.0079,1.1785,0.1028,0.5238,0.6047,4.7352
122.3937,0.1534,-0.4028,-0.3973,0.5862,223.3077,119.0000,123.0000,105.0000,120.0000,7.8333,5.0000,7.5000,6.0000,10.0000,1.0000,6.0000,8.0000,11.7042,0.3971,0.1643,0.2079,3.6777,0.1467,0.0531,0.0598,122.4468,0.2112,0.4067,0.4028,1.8609,1.4525,1.7755,2.7054,-0.2989,0.0457,0.0397,-0.6210,1.0004,1.2720,1.0083,1.0108,0.0956,3.0125,0.4090,0.5245
121.8299,0.1863,-0.3974,-0.3050,0.5345,198.6957,104.0000,121.0000,96.0000,124.0000,4.7500,14.0000,4.0000,9.0000,7.0000,20.0000,6.0000,8.0000,11.3967,0.1220,0.2891,0.6138,2.7586,0.0326,0.0926,0.1722,121.8605,0.1884,0.4067,0.3484,2.5296,2.3563,2.3985,2.2040,-0.2610,-0.5818,0.8756,0.7184,1.0003,1.0150,1.0264,1.1361,0.0936,0.6626,0.7410,2.2913
123.5478,0.1089,-0.3264,-0.2965,0.4542,189.3000,114.0000,110.0000,106.0000,120.0000,8.5000,4.0000,7.5000,5.0000,6.0000,2.0000,11.0000,8.0000,13.3690,0.1496,0.2299,0.3466,4.9336,0.0451,0.0756,0.1287,123.6414,0.1180,0.3336,0.3213,1.4984,2.5991,2.2160,1.4563,-0.0398,0.9067,0.7587,0.2112,1.0008,1.0776,1.0253,1.0862,0.1083,1.4186,0.7169,1.2353
123.3458,0.2198,-0.2426,0.1283,0.3516,228.7931,111.0000,123.0000,104.0000,88.0000,2.0000,10.5000,4.0000,12.0000,1.0000,14.0000,2.0000,12.0000,13.4659,0.1000,0.1795,0.3069,3.7999,0.0240,0.0519,0.0987,123.4023,0.2206,0.2478,0.1610,2.2948,3.6559,2.8220,1.7641,-0.1049,-1.0286,0.9762,0.0706,1.0005,1.0058,1.0219,1.2181,0.1092,0.4571,0.7495,2.7599
124.9757,0.1722,-0.3817,-0.1831,0.4571,209.7500,111.0000,120.0000,111.0000,109.0000,2.0000,13.2500,12.3333,4.0000,2.0000,15.0000,19.0000,3.0000,18.2863,0.0303,0.2129,0.1975,5.4658,0.0078,0.0654,0.0696,125.0902,0.1724,0.3867,0.1977,1.9317,2.1941,1.9602,1.4474,-0.2650,-0.2713,0.5811,-0.1719,1.0009,1.0010,1.0140,1.0653,0.1464,0.1760,0.5627,1.1020
129.7254,0.1667,-0.2667,-0.1073,0.3323,222.4222,127.0000,121.0000,114.0000,121.0000,13.6667,34.5000,27.7500,7.7500,14.0000,12.0000,29.0000,5.0000,23.0547,0.1097,0.2166,0.8850,6.7585,0.0305,0.0603,0.2761,129.8975,0.1709,0.2737,0.2946,2.6270,2.1098,2.1002,1.8730,-0.9147,0.3225,0.4510,-0.4116,1.0013,1.0160,1.0246,1.2375,0.1778,0.6577,0.8220,4.3362
124.8905,0.1529,-0.4796,-0.4222,0.6570,227.5185,113.0000,115.0000,107.0000,127.0000,11.9167,7.7500,4.0000,6.2500,22.0000,3.0000,10.0000,5.0000,15.6852,0.1244,0.2218,0.2110,4.8726,0.0366,0.0707,0.0668,124.9820,0.1576,0.4859,0.4278,2.0619,3.5907,2.3058,1.6915,-0.5221,1.3522,-0.8393,-0.1420,1.0007,1.0270,1.0104,1.0119,0.1256,0.8211,0.4634,0.5022
123.9556,0.2667,-0.3058,-0.3675,0.5474,192.6000,120.0000,132.0000,87.0000,115.0000,13.5000,9.5000,9.5000,6.2500,12.0000,14.0000,6.0000,5.0000,12.1183,0.1239,0.0861,0.2169,4.1104,0.0490,0.0284,0.0727,124.0210,0.2704,0.3073,0.3745,1.7959,1.2410,2.3197,2.1238,-0.4611,-0.0721,-0.7918,-0.6671,1.0005,1.0161,1.0041,1.0186,0.0978,0.4693,0.2818,0.5954
124.4401,0.1399,-0.3099,-0.2474,0.4205,190.4928,141.0000,119.0000,115.0000,131.0000,10.3333,12.0000,16.0000,13.7500,22.0000,12.0000,24.0000,15.0000,24.3480,0.2137,0.5051,0.6911,7.1591,0.0742,0.1825,0.2365,124.6429,0.1604,0.3655,0.3485,2.6782,1.8833,1.3018,1.4678,1.0406,-0.7106,-0.0492,-0.1420,1.0016,1.1258,1.1513,1.3081,0.1958,1.6710,1.7521,3.4641
125.6433,0.1018,-0.3391,-0.3087,0.4698,217.7419,117.0000,113.0000,110.0000,121.0000,7.5000,11.0000,17.5000,13.5000,7.0000,6.0000,19.0000,8.0000,15.5998,0.1459,0.2205,0.4086,5.1323,0.0464,0.0811,0.1319,125.7447,0.1124,0.3469,0.3351,2.2648,2.2759,2.0055,1.9014,-0.7930,0.7413,0.8282,-0.3407,1.0008,1.0944,1.0275,1.0846,0.1242,1.4897,0.6637,1.3848
127.7070,0.0838,-0.3018,-0.1461,0.3456,183.7222,132.0000,116.0000,117.0000,107.0000,12.7333,8.0000,9.5000,8.5000,37.0000,5.0000,9.0000,6.0000,24.9182,0.2306,0.2508,0.1363,8.0208,0.0621,0.0698,0.0399,127.9516,0.1046,0.3125,0.1519,1.7200,3.7830,2.4243,1.8410,0.2392,1.3847,-0.6948,0.2096,1.0019,1.2332,1.0252,1.0354,0.1953,3.0430,0.8330,0.9478
124.9507,0.1775,-0.3241,-0.0893,0.3801,217.0000,111.0000,123.0000,109.0000,110.0000,10.1250,4.2500,13.7500,3.0000,19.0000,5.0000,15.0000,1.0000,15.5237,0.2122,0.2353,0.3984,5.1032,0.0739,0.0857,0.1172,125.0509,0.1931,0.3360,0.1469,1.8153,2.1983,1.6821,3.0868,-0.3517,0.8258,-0.5077,-1.1441,1.0008,1.0788,1.0328,1.4880,0.1243,1.2315,0.7352,5.4261
124.3598,0.0933,-0.2542,-0.0918,0.2859,221.3226,115.0000,111.0000,107.0000,94.0000,9.0000,10.5000,22.9167,7.0000,10.0000,8.0000,11.0000,3.0000,13.5474,0.1273,0.1251,0.3141,4.1698,0.0314,0.0326,0.0804,124.4274,0.0981,0.2571,0.1228,2.6763,2.4577,2.5167,4.6624,-0.9912,-0.2362,-0.4982,-1.5257,1.0005,1.0537,1.0079,1.3067,0.1090,1.4114,0.4923,3.8968
125.3554,0.1511,-0.4397,-0.1553,0.4902,216.3793,95.0000,115.0000,113.0000,120.0000,14.5000,11.7500,16.0000,4.0000,12.0000,11.0000,14.0000,6.0000,15.3513,0.0574,0.2234,0.4071,5.3454,0.0160,0.0636,0.1254,125.4654,0.1523,0.4444,0.1982,1.6367,2.2403,1.8913,1.6372,-0.4210,0.2271,-0.2663,-0.0099,1.0009,1.0054,1.0101,1.2357,0.1225,0.3802,0.5104,3.0824
122.2479,0.2683,-0.4041,-0.3202,0.5812,181.9815,110.0000,137.0000,104.0000,129.0000,9.0000,11.5000,16.0000,20.0000,6.0000,12.0000,16.0000,33.0000,13.1921,0.3306,0.2950,0.4879,3.5075,0.1246,0.0868,0.1587,122.2972,0.2970,0.4140,0.3580,2.0233,1.3575,2.1125,2.0555,0.0539,0.0262,0.1095,-0.7771,1.0004,1.0995,1.0223,1.1131,0.1079,1.2973,0.7372,1.6048
123.6649,0.0820,-0.3824,-0.2727,0.4767,229.3684,113.0000,109.0000,116.0000,116.0000,12.0000,8.7500,19.0000,12.0000,12.0000,3.0000,25.0000,12.0000,15.4200,0.2022,0.1549,0.2435,4.0345,0.0622,0.0519,0.0713,123.7290,0.1038,0.3869,0.2833,2.3290,1.9022,1.7133,1.9244,-0.2705,0.3213,0.1604,0.4872,1.0005,1.2359,1.0089,1.0324,0.1247,2.8962,0.4059,0.9035
122.2632,0.1626,-0.2095,-0.0633,0.2727,211.8919,117.0000,115.0000,106.0000,103.0000,2.7500,8.0000,9.5000,4.5000,1.0000,12.0000,12.0000,3.0000,13.7392,0.0790,0.1412,0.5190,4.7103,0.0240,0.0456,0.1752,122.3514,0.1645,0.2149,0.1853,1.6140,1.9341,1.8588,1.9877,0.4210,0.2821,-0.4795,-0.6574,1.0007,1.0105,1.0226,1.3378,0.1124,0.4876,0.6795,4.8212
122.1790,-0.0285,-0.4180,-0.2612,0.4937,207.3750,102.0000,94.0000,120.0000,116.0000,6.0000,3.7500,9.0000,3.0000,5.0000,1.0000,12.0000,1.0000,11.1051,0.0973,0.1443,0.2476,3.7968,0.0306,0.0399,0.0754,122.2343,0.0409,0.4194,0.2713,1.7110,2.4100,2.6197,2.5075,-0.2462,0.7632,0.6440,-0.6479,1.0005,1.1129,1.0043,1.0383,0.0909,2.8916,0.3464,0.9655
129.0709,0.1494,-0.3784,-0.0223,0.4074,208.2955,110.0000,124.0000,122.0000,106.0000,11.2083,18.0000,26.6667,6.0000,19.0000,18.0000,24.0000,5.0000,20.2405,0.0841,0.2196,0.2783,6.4266,0.0249,0.0705,0.0779,129.2272,0.1515,0.3845,0.0806,1.8789,1.8492,1.5311,2.0179,-0.5206,0.0553,0.4886,-0.2896,1.0012,1.0135,1.0168,1.2080,0.1569,0.5666,0.5861,4.9235
122.6808,0.2215,-0.4215,-0.2756,0.5502,229.5455,104.0000,120.0000,100.0000,113.0000,5.0000,11.0000,10.7500,8.0000,4.0000,4.0000,13.0000,4.0000,12.6708,0.1338,0.0662,0.2391,3.6708,0.0507,0.0241,0.0722,122.7332,0.2273,0.4223,0.2849,2.1737,1.3568,1.3741,2.0287,-0.2992,0.1479,-0.1667,-0.5841,1.0004,1.0246,1.0016,1.0322,0.1033,0.6107,0.1572,0.8800
